Date,Layer 1,Game,Ethereum,Data,Bitcoin,Fork,PoW,Storage,Tron,DeFi,Privacy,Infrastructure,Traditional Industry,Stablecoins,Social,Cosmos,NFT,Web3,Polkadot,Marketplace,Exchange Token,BNB Chain,IoT,Layer 2,Cross-Chain,Polygon,Cloud Computing,DAO,AI,Cardano,Lending,Oracle,Staking,Decentralized Stablecoins,Solana,DEX,Liquid Staking,Launchpad,Immutable X,Optimism,Arbitrum
2019-09-17 00:00:00+00:00,-0.007662189338465632,-0.12680254306897654,0.0184713773182867,0.042856736087123454,0.0201657373308677,0.026185656257919687,0.00856258973578734,-0.05033485382705982,0.06978959471146208,0.03637343314196527,0.022422294738107564,-0.015168795105170952,0.04356434205634483,-0.00044528808995409675,0.01649108284117832,-0.001851785795378145,-0.0002391923988459138,0.04193294916376019,0.03641894678259018,0.015035093344659913,0.004346400189689886,0.0332984382627193,0.018364425187909813,0.03842581119684714,0.045131607470030366,-0.004762434968162135,0.008829467480513595,0.15425572487415132,0.01368977082551085,0.06298002006306756,0.08567131311898868,0.029786294389970644,,,,,,,,,
2019-09-18 00:00:00+00:00,0.03539939552654983,-0.0014437982948196486,0.016205927914485146,-0.048067666139494404,0.023540843508425925,0.030634798491424843,0.03364086286427363,-0.0514595777225507,0.07314307408665376,0.027321984470834153,0.04584316429132406,0.006424703857612419,0.01967289145070216,4.37256312209035e-05,0.058332841491807084,-0.0013305400408608122,0.00031553086647282194,0.004789229954179017,0.04398942332737034,0.039995563970524686,0.019763704844281454,0.04466867253588249,0.049725332643798394,0.0508556567187609,0.04179144382937552,0.0407556773257524,0.07040255229343106,-0.05661441353270143,0.021253586087224618,0.05960717247114097,0.030489358646987277,0.021011923407151883,,,,,,,,,
2019-09-19 00:00:00+00:00,-0.023202775895481018,-0.08594583203235097,0.0007559216664696722,-0.018904345843994613,-0.006177201227309172,-0.009337083381986236,-0.007486831017493385,-0.05870515530849324,-0.0198245319519443,0.007338402358795909,-0.007584869895731965,-0.02425617239303439,-0.01975823931980005,0.0019548649742018916,-0.013035665963854517,-0.053538577100856695,-0.04008882508460705,-0.04020679713025034,-0.021933523818068325,-0.01711773236884677,-0.010789073465572665,-0.047311345521523766,-0.039189418145889054,-0.0123509834053772,-0.031108009746798938,-0.020588670165064438,-0.00981266749447875,0.024735516692611308,-0.005111586411505817,0.0164889219974389,0.04783825464914087,-0.011061629669481817,,,,,,,,,
2019-09-20 00:00:00+00:00,-0.011574932124728248,-0.024155329346959326,0.005424442479774497,0.022200776716376266,-0.01523356592120724,-0.01697995340824756,0.004509697011766192,-0.0017352376290348725,-0.014114060563096782,0.013444059537829324,-0.015119177089936493,0.017569462138647452,-0.00616264436436642,-0.00322027993295811,-0.0092860164858993,0.014965214835156528,0.008916069100503006,-0.01702237173618338,-0.00016817302869448405,0.013678709250202321,0.007135869364027249,0.0028560194568198055,-0.0011173269377387875,-0.017036483839602296,-0.014562308402012884,-0.019541261042305573,-0.011275603937254353,-0.010810736193762518,-0.02014535610356274,-0.019309835140140143,-0.03574296928728225,0.05270081294260375,0.3831834059077584,,,,,,,,
2019-09-21 00:00:00+00:00,-0.01283471246670607,-0.026312313943338623,-0.0017542302341664344,-0.013566887184306868,-0.011015890533334488,-0.009745479331368413,-0.01366342737145133,0.0015931760874201284,0.0478297695545557,-0.004071350107465167,-0.015061920506256644,0.04355966657158,-0.010019049679899758,0.0014885595329567436,0.010099117265543068,-0.03416836513862984,-0.020946682258766496,0.006162724611777411,0.0005662609909801181,-0.008783818488351018,-0.009400837920315262,-0.003908457503022725,-0.023769560687768393,-0.015818662204431625,-0.00844117643069574,0.03940954122633841,0.002733044461658868,-0.01946663010182308,-0.0035870109628545286,-0.007320016315012983,-0.006748553283731088,0.10751732477459777,-0.01055068703953604,,,,,,,,
2019-09-22 00:00:00+00:00,-0.03132433460273756,-0.005348181455515295,-0.007402522119599002,0.017719896545244775,-0.01534881094739637,-0.020340164017416625,0.002131863384133512,-0.013914579638654535,-0.071651903736387,0.00198685416179288,-0.008964176263511996,0.007847208879861602,-0.021917147281766823,-0.000515536313122472,-0.008917329487120993,-0.053286468462686344,0.03023115492456067,-0.0250532922311978,-0.020252296131135904,-0.05435318646580639,0.0077612644426356845,-0.025994813993724837,-0.06688628734235019,-0.034969923139892056,-0.029309129214978018,-0.03892937916084669,-0.04479940548163494,0.030377619123862293,-0.04169917442350355,-0.02980545890872903,-0.005982359987307556,-0.06929517696314977,0.17803934301502852,,,,,,,,
2019-09-23 00:00:00+00:00,-0.04624102959680734,-0.04058641079220492,-0.04183741103473049,-0.0914808771813313,-0.04856714373863672,-0.05230011163448661,-0.052982621658310726,-0.014167366655316121,-0.049810901449188434,-0.03469836202205884,-0.05635860144405716,-0.07161103779033978,-0.0332349391768728,-0.0029242701009721734,-0.0537541259467735,-0.11620743982358711,-0.03968105006055871,-0.010539465415659722,-0.03588936639363613,0.011565074569260429,-0.04609315873929912,-0.03438203295316838,-0.05328625139387086,-0.012465457693988533,-0.039677361284034665,-0.05332587836552919,-0.06618036518208427,-0.045964239924850665,-0.003974704592447683,-0.04718614217238062,-0.03766925701186288,-0.06411655211470767,-0.04592792425162755,,,,,,,,
2019-09-24 00:00:00+00:00,-0.162558497615475,-0.18959598075722328,-0.14773777371873786,-0.13455379596535208,-0.18496764974317473,-0.20271952546749347,-0.1597317180243966,-0.10328222663507056,-0.20405623023749433,-0.1268197716081159,-0.15252645741003895,-0.19651731827963903,-0.13394444412822698,0.00013301918390035833,-0.18231382694404624,-0.13197737536510704,-0.14984821862110825,-0.11988257438473164,-0.1858456314789309,-0.17994470865523188,-0.2003036368444165,-0.14804577643309316,-0.2570131593294067,-0.10766569318077984,-0.1048405374577849,-0.1822989602927514,-0.1534154488429656,-0.11934816849833114,-0.18070857281694241,-0.16030983357662776,-0.13285075352806106,-0.132913490993716,-0.3448467420510415,,,,,,,,
2019-09-25 00:00:00+00:00,0.017503676407608502,0.0037704954840419567,0.020100361218520463,0.09159357766233446,0.0356452707001881,0.04793999372405193,-0.002907584102493064,-0.021677209933887536,0.035555242777754986,-0.002567305555861279,0.02351179760187916,0.030026145340330376,0.007667344537314582,0.005357744040928418,0.04780861085756999,0.03146806786652548,8.997391572099916e-05,0.02615621009781745,0.003530035137880981,0.004050243028765964,0.026171282019901487,0.034302669933554214,0.043316584061300685,0.02406698713037049,-0.022423551099324174,0.007488951111179889,0.035910240353666086,-0.10391610611330257,0.03425953252010291,0.0705827242961919,0.09367815231702037,-0.02214023545266144,0.19458885224732497,,,,,,,,
2019-09-26 00:00:00+00:00,-0.03264780295459703,-0.04049708821309687,-0.023857360707499536,-0.012943237859323182,-0.02405550225952999,-0.01920944359537114,-0.027245834345841165,-0.008549176834950482,-0.02747584311826864,-0.014963577252053226,-0.041747004373204465,-0.06465303918482034,-0.029850701520703352,-0.002651807285528143,-0.030772738467690814,-0.034325883636685414,-0.03861484051699528,-0.03215281593055155,-0.046750126819401244,-0.04615013767300651,-0.030411717289817113,-0.026992496204637124,-0.012807102531991826,-0.001216405401924088,-0.04787182332813191,-0.0413547195155169,-0.009854588237640793,0.025819098539066398,-0.05389498790144117,-0.04565861588953754,-0.06130100617914951,0.025974936429318935,,,,,,,,,
2019-09-27 00:00:00+00:00,0.030383345802368393,0.061115106316832875,0.017533486778376677,0.0585917668803395,0.02280299544865469,0.024228417662074175,0.031605466357709174,0.01218289501536643,0.07016855714987341,0.0013130091632638193,0.030018007707047954,0.05095746119394139,0.03318247453243835,0.007282081249423223,0.03660385316350679,0.03013453568494329,0.017613433995604787,0.0223559792950357,0.014413244232401208,0.027677792062389024,0.038226827778027515,0.005850042542247948,0.017446842534042724,0.018611364005715045,0.11227568221842807,0.046873972345064754,0.03126016751239057,0.044194292810900704,0.018946967700174202,0.01844129244739986,0.002825556476086536,0.006382085466743369,,,,,,,,,
2019-09-28 00:00:00+00:00,0.010247806749204412,0.039919244552131,0.004155324617223434,0.009314236749198526,0.0007641459011336258,0.0011175330268374689,0.011377552391170671,-0.009482941836606557,-0.005739569883774457,0.000495630409264878,0.0051841667347070014,0.027836791122527713,0.004086361275694327,-0.0037785189565826558,-0.0005250845507342425,-0.003424853634773758,0.04965948570868424,0.0010198531844572724,0.009165192585276927,0.02083140500985252,-0.0010775305675006566,0.013588715199735726,0.0012544524054693515,0.011694418036481484,-0.06075160720985709,0.003976914237822463,0.01146686845689476,-0.0020413324136423416,-0.006580258652202925,-0.048753766604694944,-0.08022071556050908,0.010950732743082583,,,,,,,,,
2019-09-29 00:00:00+00:00,-0.03228299134030189,-0.03958675836894019,-0.0325115982617583,-0.026960611209928688,-0.026250049913280525,-0.028511964400757043,0.003199194738186123,-0.027523781002626126,-0.020607996293222193,-0.03741276689653853,-0.022152057952162504,0.013264237419351038,-0.025849544468834633,0.0007570552626136276,-0.04064123299526388,-0.03081585999927322,-0.04048156851054843,-0.05392076007014029,-0.021483667396464366,-0.021591528445266038,-0.013024305541477491,0.0008923377987498666,-0.02004589714863542,-0.04060368169466491,-0.022116867810039558,-0.0356075624909541,-0.012405641166734122,0.05223542921596216,-0.0277878407605277,-0.029286062825039993,-0.024009475954393775,-0.0187924102759983,-0.14694110225530338,,,,,,,,
2019-09-30 00:00:00+00:00,0.04547619140212364,0.008062029755898568,0.029574195621304523,0.09995014983630751,0.033563307320113867,0.03610405086026948,0.009015111746410093,-0.019771836302056922,0.08396144954354304,0.03940530880983563,0.019309745083601622,0.06497439299990516,0.03489418287934644,-0.0024466827718587643,0.01022497963420193,0.19185768954994464,0.01625880955420623,0.04015162972187336,0.05633267537526758,-0.006660718363258966,0.018732611834548486,0.013829872613934539,0.014054522631233768,-0.004281361978060637,0.0824449291023476,0.019878481808408382,0.0411145417169573,-0.036294952876674,-0.0022114377904540205,0.048249162542734356,0.0588454946341977,0.024533633137352073,0.33168676215437015,,,,,,,,
2019-10-01 00:00:00+00:00,-0.0021190333330055166,-0.021107104963306155,-0.004067323557452473,-0.0017171098914553137,-0.008631692436718987,-0.01210157728595164,-0.0018511149241242299,0.0025156111220040744,-0.032386690418389756,0.0015967423674782312,0.026879055416606023,-0.02670378778584627,-0.005184304370836873,0.00035811903653473504,0.02162528378520915,-0.036420496841146614,-0.022977633764727695,0.00480443340276777,-0.021706416044244236,0.006965801876647741,0.015662441987340896,-0.014753319462295073,0.005878594686489416,0.000546335919707157,-0.05355353527601234,-0.014120826920474767,-0.030293483332919507,0.04189730458528768,0.033380143220072434,0.002800077132525899,0.015346589080948499,-5.959333549114543e-05,-0.014243339668631826,,,,,,,,
2019-10-02 00:00:00+00:00,-0.0007482543118241067,0.00960801536618227,0.009030240961916475,0.001878260938450645,-0.0009357372261343582,-0.0026326346126656157,0.015100822087719009,0.013876308101309827,0.02828912954803726,0.015702196573332067,0.006047611427661675,-0.0013727728857859899,0.012738883128801289,-0.007084490206743629,0.03403976992197454,0.021013493844262047,0.006160890986051828,0.013532229863339159,0.018882542590739702,0.027217134840509943,-0.0038035286318372,0.01312945970683085,-0.01920262379873964,0.013229005861978584,0.034373696479178456,-0.0004763686929136958,0.0297734705823396,0.049416377686371124,-0.012332786767046392,0.023219021817025256,0.02207878351055252,0.038892078071130834,0.260005509518769,,,,,,,,
2019-10-03 00:00:00+00:00,-0.014200400883344823,9.840706450422098e-05,-0.007854334982474386,-0.01693538761471994,-0.006173094389134247,-0.003819760232808207,-0.03156257504145787,-0.06609395521917677,-0.007467322896097756,-0.022839881805831325,-0.013324857875517876,-0.032760946890781274,-0.018306641946840677,0.0047332526553131,0.00952336105531221,-0.009269984913731578,0.01158190853266876,-0.004259693309968973,-0.02024839200881752,-0.004192435439509898,-0.007311258690869502,-0.011470044308765978,0.09278570880701496,-0.023475582171463925,-0.04396440185580847,-0.006298234641450388,-0.006379491241848472,-0.0751656007004924,0.037477391781150206,-0.0193083294139332,-0.01224614202326205,-0.01332141072639671,-0.02919460269492058,,,,,,,,
2019-10-04 00:00:00+00:00,0.0057056379079522875,0.011546526787498552,0.002151636196735864,0.008361010668916435,-0.001736209859716496,-0.0005492584656869074,0.0031554981610335897,-0.06704909277824839,0.02494776318705808,-0.006644815814985779,0.010008347321866439,0.0008333731708173206,0.005244727254362518,0.004078938135581568,0.042413593101845226,0.0026916204605308344,0.020750374856156852,0.0011248467311939965,0.013721478857600937,0.015449840683197064,0.01297747933611001,0.009943570542376063,0.050058407204380186,0.008834046588086376,0.03294206517746522,0.015303224584289562,0.07779232597395722,-0.02211507716260162,0.02575017663748035,0.03882455710248542,0.04363110187000836,0.00024995236358745475,-0.21794200926216148,,,,,,,,
2019-10-05 00:00:00+00:00,0.0032969588761861367,0.02552118798388801,0.002026688881328795,0.01354377505067464,-0.003458719130865712,-0.0025375323348084634,0.008204380028225534,-0.050066314760338515,0.027466197212706045,0.0034396003029848964,0.002156327087349605,-0.015350142058116868,-0.009275365566035513,-0.005487464103396394,-0.015854597657679517,0.06209068437369892,0.015099898887455186,-0.016229885887727624,-0.003239932224105903,0.006147055632659829,-0.008638410463338941,-0.00400054612916407,-0.01798295113396361,0.0031704065603028455,0.0031604474009440868,0.04428711266132106,-0.007704827351623936,-0.05381011687552347,0.008089136842232668,0.013728998881584072,0.025566653175269818,-0.011524426297600811,-0.02127502449487365,,,,,,,,
2019-10-06 00:00:00+00:00,-0.011641595098552098,-0.02969165159961927,-0.010316823361178777,-0.009204138609479854,-0.014019746615887233,-0.012563835629569226,-0.03674185148404574,0.07444669846365405,-0.02137370576541262,-0.002035703994571523,0.009051204254094069,-0.03724662897025786,-0.008784771961964455,0.014113955233318817,-0.022652313573577207,-0.030181427046219532,-0.049601629549188155,-0.00941176973081185,-0.01236356385124049,0.005217609911827459,-0.019711603331123404,-0.014804881478578174,-0.02905656229673703,-0.0261785172848934,-0.020444473447327784,8.227353176118073e-05,-0.014407405196935315,0.0652025168662363,0.02439634377654094,-0.017878038523122055,-0.02596083246905854,0.019339384046119637,,,,,,,,,
2019-10-07 00:00:00+00:00,0.06106803177984653,0.0329553115224605,0.04225864185573655,-0.003166383384386663,0.04523010139746259,0.048511009861401964,0.05891068137253318,0.08202296951566287,0.10738712403818766,0.02376594216104549,0.06035061088234019,0.02151547625274748,0.02716268187360743,-0.0038018846656650684,0.023561677220322493,0.08896908785132969,0.04148144087833791,0.0439537855362375,0.05310583296569976,0.04428273874381308,0.03997835947549549,0.023456212570571296,0.027042780863974797,0.04354093505880784,0.035888011837302294,0.030750525700834412,0.06483652310347165,-0.08315268392546975,0.047671569146878257,0.05754231406646518,0.054863353195615146,0.05541080215431229,0.05359814602468112,,,,,,,,
2019-10-08 00:00:00+00:00,0.012636680804139424,0.03163737474689935,0.02137059057729773,-0.010112555213537542,-0.0004269775113404367,1.3954105469189638e-05,0.017120521341690856,-0.02503581380595455,0.044589778887659824,0.022611628578346542,0.003938234253458688,0.018624474512649643,0.03534482954722367,-0.00031530291052032683,0.032358058745541145,0.0017535780294277538,0.02301440207518873,-0.01168341207545902,0.03406130968517884,0.03373088496230619,0.010133195782680179,0.022280497625227717,-0.03790752863781322,0.06428592995066806,0.035016590890983315,0.058713086806316,0.08756520572257431,-0.0018577825476023978,0.05860643057677193,-0.0039301140820589735,-0.0022215208995689105,0.0481817421808562,0.017296824555996317,,,,,,,,
2019-10-09 00:00:00+00:00,0.023445300168125315,0.01497782647230437,0.024934279919440517,0.029457618033658102,0.05225314976153332,0.0542014162054168,0.016655710281102434,0.11729349223263852,-0.006376778492211736,0.034958022151657935,0.025920148397341317,0.014037403499820668,0.05911740060448677,-0.002609581212833896,-0.022818703132774145,-0.0005470187356167213,0.023726872979078127,0.021662510615046603,0.001483053344602558,-0.014375224409653754,0.03779887197319388,0.049944591279658695,0.018124462014888362,0.07252877984372544,0.008431887056971362,0.0037528293399482003,0.011976219034151298,0.04992698312133683,-0.021267316192647472,0.024793263980170906,0.020944077269066216,0.06113131563480864,0.13603345464611447,,,,,,,,
2019-10-10 00:00:00+00:00,-0.013252487120849518,-0.025868433683546615,-0.014397175065058006,-0.0612098951184665,-0.01823576634479874,-0.022829458088739114,0.02161821869100967,-0.052543909692355874,-0.03939469188919446,-0.0158451357951575,-0.007195955002137627,0.016190396813201943,-0.014968479511291473,0.00047351833852548155,-0.03605322367498053,-0.002277129624047232,-0.041359912943749425,-0.02307093738596279,-0.003053338379227214,-0.019248031612174008,0.0021436216602060258,-0.026696347839326312,-0.036958172027086914,0.057371875396208305,-0.03667512871267223,-0.014211847760806695,0.004254942332750573,0.008371688934475142,0.008773910405168882,-0.05230120877546636,-0.08189491650336218,-0.06469452253671461,-0.24342280696203963,,,,,,,,
2019-10-11 00:00:00+00:00,-0.021447833065620165,0.001308523249891981,-0.010469805119926219,-0.038199909722336306,-0.028252065435606794,-0.027641878634433015,-0.028676833830608574,-0.07958688518488843,-0.019976724638964893,0.007173847214869611,-0.016158414617532205,-0.030190939789143417,-0.025859781947356504,0.0030722629200528565,-0.030895742142091367,-0.024143400978782606,-0.01927574540295169,-0.042127312715632005,0.004861965805465881,-0.03873359337310213,-0.02231071679257774,0.012547487695397045,-0.019288688107609954,-0.017159393831301606,-0.037206571746604876,-0.026391586744471403,-0.06359153324538072,0.20848741600596365,0.0018577745485302936,-0.01662867461190812,-0.007406687973848328,0.02448898204363341,0.077392752216378,,,,,,,,
